09:46:49.813513, 0, 0, 0
09:46:53.201525, 0, 0, 0
09:46:56.421196, 0, 0, 0
09:46:59.636164, 0, 0, 0
09:47:02.870326, 0, 0, 0
09:47:06.102164, 0, 0, 0
09:47:09.330471, 0, 0, 0
09:47:12.575125, 0, 0, 0
09:47:15.821903, 0, 0, 0
09:47:19.074110, 0, 0, 0
09:47:22.335087, 0, 0, 0
09:47:25.642689, 0, 0, 0
09:47:28.872790, 0, 0, 0
09:47:32.135902, 0, 0, 0
09:47:35.410121, 0, 0, 0
09:47:38.714268, 0, 0, 0
09:47:41.994195, 0, 0, 0
09:47:45.275684, 0, 0, 0
09:47:48.562546, 0, 0, 0
09:47:51.885014, 0, 0, 0
09:47:55.177611, 0, 0, 0
09:47:58.467986, 0, 0, 0
09:48:01.778204, 0, 0, 0
09:48:05.089565, 0, 0, 0
09:48:08.401949, 0, 0, 0
09:48:11.709556, 0, 0, 0
09:48:15.071021, 0, 0, 0
09:48:18.457527, 0, 0, 0
09:48:21.764086, 0, 0, 0
09:48:25.145050, 0, 0, 0
09:48:28.477680, 0, 0, 0
09:48:31.786309, 0, 0, 0
09:48:35.128182, 0, 0, 0
09:48:38.412575, 0, 0, 0
09:48:41.723634, 0, 0, 0
