12:24:18.506199, 15.00, 45.00, 30.00
12:24:19.051502, 20.00, 60.00, 40.00
12:24:19.337454, 23.00, 69.00, 46.00
12:24:19.635401, 26.00, 78.00, 52.00
12:24:19.925880, 29.00, 87.00, 58.00
12:24:20.221077, 32.00, 96.00, 64.00
12:24:20.515306, 34.00, 102.00, 68.00
12:24:20.817691, 37.00, 111.00, 74.00
12:24:21.115317, 40.00, 120.00, 80.00
12:24:21.416654, 43.00, 129.00, 86.00
12:24:21.711905, 46.00, 138.00, 92.00
12:24:22.002714, 49.00, 147.00, 98.00
12:24:22.341712, 3.00, 9.00, 6.00
12:24:22.727066, 6.00, 18.00, 12.00
12:24:23.101062, 10.00, 30.00, 20.00
12:24:23.476860, 14.00, 42.00, 28.00
12:24:23.889818, 18.00, 54.00, 36.00
12:24:24.271046, 22.00, 66.00, 44.00
12:24:24.640661, 25.00, 75.00, 50.00
12:24:25.028767, 29.00, 87.00, 58.00
12:24:25.412509, 33.00, 99.00, 66.00
12:24:25.829232, 37.00, 111.00, 74.00
12:24:26.230893, 41.00, 123.00, 82.00
12:24:26.620300, 45.00, 135.00, 90.00
12:24:27.001464, 49.00, 147.00, 98.00
12:24:27.379927, 2.00, 6.00, 4.00
12:24:27.801815, 7.00, 21.00, 14.00
12:24:28.200228, 11.00, 33.00, 22.00
12:24:28.603152, 15.00, 45.00, 30.00
12:24:28.994719, 18.00, 54.00, 36.00
12:24:29.416554, 23.00, 69.00, 46.00
12:24:29.833612, 27.00, 81.00, 54.00
12:24:30.268047, 31.00, 93.00, 62.00
12:24:30.617600, 34.00, 102.00, 68.00
12:24:31.019686, 38.00, 114.00, 76.00
12:24:31.413502, 42.00, 126.00, 84.00
12:24:31.804236, 46.00, 138.00, 92.00
12:24:32.183755, 0.00, 0.00, 0.00
12:24:32.576570, 4.00, 12.00, 8.00
12:24:32.967135, 8.00, 24.00, 16.00
12:24:33.355161, 12.00, 36.00, 24.00
12:24:33.746248, 15.00, 45.00, 30.00
12:24:34.132940, 19.00, 57.00, 38.00
12:24:34.519683, 23.00, 69.00, 46.00
12:24:34.907322, 27.00, 81.00, 54.00
12:24:35.295463, 31.00, 93.00, 62.00
12:24:35.674603, 35.00, 105.00, 70.00
12:24:36.056904, 38.00, 114.00, 76.00
12:24:36.484851, 43.00, 129.00, 86.00
12:24:36.877766, 46.00, 138.00, 92.00
12:24:37.257527, 0.00, 0.00, 0.00
12:24:37.637453, 4.00, 12.00, 8.00
12:24:38.028552, 8.00, 24.00, 16.00
12:24:38.416303, 12.00, 36.00, 24.00
12:24:38.806755, 16.00, 48.00, 32.00
12:24:39.195502, 19.00, 57.00, 38.00
12:24:39.577032, 23.00, 69.00, 46.00
12:24:39.969230, 27.00, 81.00, 54.00
12:24:40.358962, 31.00, 93.00, 62.00
12:24:40.751845, 35.00, 105.00, 70.00
12:24:41.152931, 39.00, 117.00, 78.00
12:24:41.536855, 43.00, 129.00, 86.00
12:24:41.939935, 47.00, 141.00, 94.00
12:24:42.324115, 0.00, 0.00, 0.00
12:24:42.742889, 4.00, 12.00, 8.00
