10:27:35.899722, 14.00, 42.00, 28.00
10:27:36.335862, 19.00, 57.00, 38.00
10:27:36.631797, 22.00, 66.00, 44.00
10:27:36.918154, 25.00, 75.00, 50.00
10:27:37.225030, 28.00, 84.00, 56.00
10:27:37.509035, 30.00, 90.00, 60.00
10:27:37.797115, 33.00, 99.00, 66.00
10:27:38.124888, 37.00, 111.00, 74.00
10:27:38.462404, 40.00, 120.00, 80.00
10:27:38.784332, 43.00, 129.00, 86.00
10:27:39.100030, 46.00, 138.00, 92.00
10:27:39.393564, 49.00, 147.00, 98.00
10:27:39.682261, 2.00, 6.00, 4.00
10:27:39.990158, 5.00, 15.00, 10.00
10:27:40.300768, 8.00, 24.00, 16.00
10:27:40.606029, 11.00, 33.00, 22.00
10:27:40.988664, 15.00, 45.00, 30.00
10:27:41.364492, 19.00, 57.00, 38.00
10:27:41.734497, 22.00, 66.00, 44.00
10:27:42.104820, 26.00, 78.00, 52.00
10:27:42.485384, 30.00, 90.00, 60.00
10:27:42.860892, 33.00, 99.00, 66.00
10:27:43.243219, 37.00, 111.00, 74.00
10:27:43.623499, 41.00, 123.00, 82.00
10:27:43.998262, 45.00, 135.00, 90.00
10:27:44.383574, 48.00, 144.00, 96.00
10:27:44.757300, 2.00, 6.00, 4.00
10:27:45.131783, 6.00, 18.00, 12.00
10:27:45.514754, 10.00, 30.00, 20.00
10:27:45.895741, 13.00, 39.00, 26.00
10:27:46.278006, 17.00, 51.00, 34.00
10:27:46.657233, 21.00, 63.00, 42.00
10:27:47.038845, 25.00, 75.00, 50.00
10:27:47.437853, 29.00, 87.00, 58.00
10:27:47.815698, 32.00, 96.00, 64.00
10:27:48.205915, 36.00, 108.00, 72.00
10:27:48.594980, 40.00, 120.00, 80.00
10:27:48.970799, 44.00, 132.00, 88.00
10:27:49.357185, 48.00, 144.00, 96.00
10:27:49.742143, 2.00, 6.00, 4.00
10:27:50.123148, 5.00, 15.00, 10.00
10:27:50.509126, 9.00, 27.00, 18.00
10:27:50.888375, 13.00, 39.00, 26.00
10:27:51.278244, 17.00, 51.00, 34.00
10:27:51.663260, 21.00, 63.00, 42.00
10:27:52.048605, 24.00, 72.00, 48.00
10:27:52.435350, 28.00, 84.00, 56.00
10:27:52.823796, 32.00, 96.00, 64.00
10:27:53.244665, 36.00, 108.00, 72.00
10:27:53.630715, 40.00, 120.00, 80.00
10:27:54.007869, 44.00, 132.00, 88.00
10:27:54.390859, 47.00, 141.00, 94.00
10:27:54.775826, 1.00, 3.00, 2.00
10:27:55.130806, 5.00, 15.00, 10.00
10:27:55.519951, 9.00, 27.00, 18.00
10:27:55.898175, 12.00, 36.00, 24.00
10:27:56.285256, 16.00, 48.00, 32.00
10:27:56.667586, 20.00, 60.00, 40.00
10:27:57.047788, 24.00, 72.00, 48.00
10:27:57.407503, 27.00, 81.00, 54.00
10:27:57.794992, 31.00, 93.00, 62.00
10:27:58.176611, 35.00, 105.00, 70.00
10:27:58.524152, 38.00, 114.00, 76.00
10:27:58.907381, 42.00, 126.00, 84.00
10:27:59.323824, 46.00, 138.00, 92.00
10:27:59.707427, 0.00, 0.00, 0.00
10:28:00.084949, 4.00, 12.00, 8.00
10:28:00.467915, 8.00, 24.00, 16.00
10:28:00.845812, 11.00, 33.00, 22.00
10:28:01.230854, 15.00, 45.00, 30.00
10:28:01.614515, 19.00, 57.00, 38.00
10:28:01.957890, 22.00, 66.00, 44.00
10:28:02.354545, 26.00, 78.00, 52.00
10:28:02.725894, 30.00, 90.00, 60.00
10:28:03.104449, 34.00, 102.00, 68.00
10:28:03.491835, 38.00, 114.00, 76.00
10:28:03.866979, 41.00, 123.00, 82.00
10:28:04.253719, 45.00, 135.00, 90.00
10:28:04.642188, 49.00, 147.00, 98.00
10:28:05.015848, 3.00, 9.00, 6.00
10:28:05.432611, 7.00, 21.00, 14.00
10:28:05.814270, 11.00, 33.00, 22.00
10:28:06.196586, 14.00, 42.00, 28.00
10:28:06.578516, 18.00, 54.00, 36.00
10:28:06.954329, 22.00, 66.00, 44.00
10:28:07.340051, 26.00, 78.00, 52.00
10:28:07.724738, 29.00, 87.00, 58.00
10:28:08.105645, 33.00, 99.00, 66.00
10:28:08.496869, 37.00, 111.00, 74.00
10:28:08.869914, 41.00, 123.00, 82.00
10:28:09.255214, 45.00, 135.00, 90.00
10:28:09.636219, 48.00, 144.00, 96.00
10:28:10.006122, 2.00, 6.00, 4.00
10:28:10.393636, 6.00, 18.00, 12.00
10:28:10.782791, 10.00, 30.00, 20.00
10:28:11.164672, 14.00, 42.00, 28.00
10:28:11.589977, 18.00, 54.00, 36.00
10:28:11.969581, 21.00, 63.00, 42.00
10:28:12.352525, 25.00, 75.00, 50.00
10:28:12.738634, 29.00, 87.00, 58.00
10:28:13.101461, 33.00, 99.00, 66.00
10:28:13.501807, 37.00, 111.00, 74.00
10:28:13.878320, 40.00, 120.00, 80.00
10:28:14.268803, 44.00, 132.00, 88.00
10:28:14.655890, 48.00, 144.00, 96.00
10:28:15.025810, 2.00, 6.00, 4.00
10:28:15.409476, 6.00, 18.00, 12.00
10:28:15.796253, 9.00, 27.00, 18.00
10:28:16.183315, 13.00, 39.00, 26.00
10:28:16.567314, 17.00, 51.00, 34.00
10:28:16.946200, 21.00, 63.00, 42.00
10:28:17.393006, 25.00, 75.00, 50.00
10:28:17.753765, 29.00, 87.00, 58.00
10:28:18.130670, 32.00, 96.00, 64.00
10:28:18.521500, 36.00, 108.00, 72.00
10:28:18.900039, 40.00, 120.00, 80.00
10:28:19.287427, 44.00, 132.00, 88.00
10:28:19.673842, 48.00, 144.00, 96.00
10:28:20.048226, 1.00, 3.00, 2.00
10:28:20.435301, 5.00, 15.00, 10.00
10:28:20.824150, 9.00, 27.00, 18.00
