10:00:55.135335, 0, 0, 0
10:00:58.524609, 0, 0, 0
10:01:01.755901, 0, 0, 0
10:01:04.973612, 0, 0, 0
10:01:08.207907, 0, 0, 0
10:01:11.442978, 0, 0, 0
10:01:14.685925, 0, 0, 0
10:01:17.936832, 0, 0, 0
10:01:21.173979, 0, 0, 0
10:01:24.430554, 0, 0, 0
10:01:27.692227, 0, 0, 0
10:01:31.043821, 0, 0, 0
10:01:34.450619, 0, 0, 0
10:01:37.712531, 0, 0, 0
10:01:41.001547, 0, 0, 0
10:01:44.346339, 0, 0, 0
10:01:47.624342, 0, 0, 0
10:01:50.954820, 0, 0, 0
10:01:54.234563, 0, 0, 0
10:01:57.556209, 0, 0, 0
10:02:00.921591, 0, 0, 0
10:02:04.396731, 0, 0, 0
10:02:07.738259, 0, 0, 0
10:02:11.077869, 0, 0, 0
10:02:14.357538, 0, 0, 0
10:02:17.690422, 0, 0, 0
10:02:21.049261, 0, 0, 0
10:02:24.571289, 0, 0, 0
10:02:28.011134, 0, 0, 0
10:02:31.349127, 0, 0, 0
10:02:34.664254, 0, 0, 0
10:02:38.028429, 0, 0, 0
10:02:41.368724, 0, 0, 0
10:02:44.679884, 0, 0, 0
10:02:48.204772, 0, 0, 0
10:02:51.692620, 0, 0, 0
10:02:55.211732, 0, 0, 0
10:02:58.701692, 0, 0, 0
10:03:02.136058, 0, 0, 0
10:03:05.668631, 0, 0, 0
10:03:09.126183, 0, 0, 0
10:03:12.589591, 0, 0, 0
10:03:16.006278, 0, 0, 0
10:03:19.389567, 0, 0, 0
10:03:22.821792, 0, 0, 0
10:03:26.199549, 0, 0, 0
10:03:29.675097, 0, 0, 0
10:03:33.128715, 0, 0, 0
10:03:36.528448, 0, 0, 0
10:03:40.015636, 0, 0, 0
10:03:43.459720, 0, 0, 0
10:03:46.864812, 0, 0, 0
10:03:50.421644, 0, 0, 0
10:03:53.873010, 0, 0, 0
10:03:57.192851, 0, 0, 0
10:04:00.504648, 0, 0, 0
10:04:03.803440, 0, 0, 0
10:04:07.138526, 0, 0, 0
10:04:10.677238, 0, 0, 0
10:04:14.025593, 0, 0, 0
10:04:17.374199, 0, 0, 0
10:04:20.713274, 0, 0, 0
10:04:24.116044, 0, 0, 0
10:04:27.459777, 0, 0, 0
10:04:30.793764, 0, 0, 0
